URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://profiles.ihe.net/ITI/DSUBm/CodeSystem/DSUBmlistTypes,1.0.0-comment,active,,DSUBmlistTypes,DSUBm List Types,"To use the List resource for two different use-cases we define a code-system with the types of List needed in DSUBm",
