URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://profiles.ihe.net/ITI/NPFS/ValueSet/DocumentReferenceCategory,2.2.0,active,,DocumentReferenceCategory,NPFS DocumentReference category,"ValueSet for the different values of element category","StructureDefinition/IHE.NPFS.DocumentReference","Internal,LOINC"
