URL,Version,Status,OIDs,Name,Title,Description,Used
https://profiles.ihe.net/ITI/DeId/CodeSystem/DeIdentificationEntityType,2.0.0-comment,active,,DeIdentificationEntityType,Entity Type for De-Identification,"These AuditEvent.entity.type are related to De-Identification policy identification.",
