URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://profiles.ihe.net/ITI/MHD/CodeSystem/MHDlistTypes,4.2.2,active,,MHDlistTypes,MHD List Types,"To use the List resource for two different use-cases we define a code-system with the types of List needed in MHD",
