URL,Version,Status,OIDs,Name,Title,Description,Used
https://profiles.ihe.net/QRPH/CCG/CodeSystem/ccg-card-type-cs,1.0.0-comment,active,,CCG_CARD_Type_CS,Code System for All CCG Card Types,"This CodeSystem defines all known CardTypes for use in CARD PlanDefinitions",
