Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\input\implementationguide-IHE.FormatCode.xml	4189	-	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	73	78	0	0	0	2	0	2
input/resources/Bundle-history-IHE-formatcode.codesystem.xml	18483	43	20	0	0	0	0	0	2	543	0	0	0	0	0	0	0	1	0	12	64	36	0	0	0	0	0	0
input/resources/Bundle-history-IHE-formatcode.valueset.xml	9347	22	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	40	24	0	0	0	0	0	0
input/resources/codesystem-formatcode.xml	50903	31	0	0	1	0	1	0	2	28	0	0	0	0	0	0	0	0	0	0	121	1548	0	0	0	4	0	1
input/resources/valueset-formatcode.xml	2551	11	0	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	19	818	0	0	0	0	0	0
