URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://profiles.ihe.net/ITI/DeId/ValueSet/DeIdentificationEntityTypeVS,2.0.0-comment,active,,DeIdentificationEntityTypeVS,Entity Type for De-Identification valueset,"ValueSet Entity Type for De-Identification",,"Internal"
https://profiles.ihe.net/ITI/DeId/ValueSet/IHE.BasicAudit.DeIdentification.Subtype,2.0.0-comment,active,,AuditEventSubtypeDeidentify,Audit Event Subtype for De-Identification,"Defines the AuditEvent Subtype for De-Identification events. This is used to indicate that the AuditEvent is specifically for a De-Identification event. The code is based on the ISO 21089 lifecycle code for de-identification.",,"THO"
