Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-ihe.iti.mhd.json	72887	-	0	0	0	0	0	0	8	1453	0	0	0	0	0	0	0	4	0	0	594	458	0	1	0	10	0	1
input/resources/CapabilityStatement-IHE.MHD.DocumentConsumer.json	11548	21	1	0	1	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	73	96	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.Comprehensive.json	1116	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	23	37	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.Fdoc.json	1470	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.Generate.json	1767	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	35	44	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.json	1403	4	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	40	37	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.Simplified.json	1790	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	30	36	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentRecipient.UnContained.json	1296	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	38	35	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentResponder.json	12083	18	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	68	55	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.Comprehensive.json	1137	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	28	33	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.Fdoc.json	1470	3	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	26	52	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.Generate.json	1820	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	27	49	0	0	0	1	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.json	1412	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	30	38	0	0	1	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.Simplifed.json	1847	5	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	37	36	0	0	0	0	0	0
input/resources/CapabilityStatement-IHE.MHD.DocumentSource.UnContained.json	1308	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	28	35	0	0	0	1	0	0
fsh-generated/resources/AuditEvent-ex-auditFindDocumentLists-consumer.json	2900	10	1	0	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	1
fsh-generated/resources/AuditEvent-ex-auditFindDocumentLists-responder.json	2924	9	0	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	0	67	42	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditFindDocumentReferences-consumer.json	3016	9	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	1	0	0	50	45	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditFindDocumentReferences-post-responder.json	3338	10	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditFindDocumentReferences-responder.json	3040	9	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditGenerateMetadata-recipient.json	2743	9	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	44	75	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditGenerateMetadata-source.json	2358	8	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	37	100	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditProvideBundle-recipient.json	2653	9	1	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	39	255	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditProvideBundle-source.json	2657	8	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	37	39	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditRetrieveDocument-consumer.json	2820	10	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	43	51	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditRetrieveDocument-responder.json	2816	9	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	41	48	0	0	0	0	0	0
fsh-generated/resources/AuditEvent-ex-auditSimplifiedPublish-recipient.json	2756	9	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	43	52	0	0	0	0	0	0
