URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://profiles.ihe.net/ITI/mCSD/ValueSet/IHE.mCSD.Organization.Location.Types,3.9.0,active,,MCSDOrganizationLocationTypeValueSet,mCSD Types for Organizations and Locations,"mCSD Types for specialized Organization and Location resources.",,"Internal"
https://profiles.ihe.net/ITI/mCSD/ValueSet/MCSDEndpointIdentifierTypeValueSet,3.9.0,active,,MCSDEndpointIdentifierTypeValueSet,mCSD Type codes for Endpoint.identifier,"mCSD Type codes for specific business identifiers for Endpoint resources.",,"Internal"
https://profiles.ihe.net/ITI/mCSD/ValueSet/MCSDEndpointTypesCoreDocShareVS,3.9.0,active,,MCSDEndpointTypesCoreDocShareVS,mCSD Endpoint Core Document Sharing Types ValueSet,"ValueSet of the Core Document Sharing Endpoint types allowed",,"Internal"
https://profiles.ihe.net/ITI/mCSD/ValueSet/MCSDEndpointTypesVS,3.9.0,active,,MCSDEndpointTypesVS,mCSD Endpoint Types ValueSet,"ValueSet of the Endpoint types allowed",,"Internal"
https://profiles.ihe.net/ITI/mCSD/ValueSet/MCSDOrgAffTypesVS,3.9.0,active,,MCSDOrgAffTypesVS,mCSD Organization Affiliation Types ValueSet,"ValueSet of Organization Affiliation types allowed",,"Internal,hl7.fhir.r4.core"
https://profiles.ihe.net/ITI/mCSD/ValueSet/MCSDOrganizationIdentifierTypeValueSet,3.9.0,active,,MCSDOrganizationIdentifierTypeValueSet,mCSD Type codes for Organization.identifier,"mCSD Type codes for specific business identifiers for Organization resources.",,"Internal"
